,neighbourhood_group,latitude,longitude,room_type,price,minimum_nights,reviews_per_month,availability_365
3506,Queens,40.75338,-73.90618,Private room,39,30,0.16,318
4759,Brooklyn,40.6801,-73.90975999999998,Private room,65,1,0.47,80
3635,Manhattan,40.72818,-73.9981,Entire home/apt,140,1,0.66,19
20264,Manhattan,40.72904000000001,-73.99344,Entire home/apt,225,1,0.24,179
14893,Brooklyn,40.65413,-74.00242,Entire home/apt,180,2,0.99,15
19690,Manhattan,40.84241,-73.94086999999998,Entire home/apt,65,30,0.0,295
4592,Brooklyn,40.67665,-73.97094,Entire home/apt,180,2,2.62,151
20582,Manhattan,40.75674,-73.97201,Private room,329,1,0.12,178
20901,Brooklyn,40.61979,-73.98886,Private room,20,1,1.66,14
3455,Manhattan,40.75068,-73.98177,Entire home/apt,136,30,0.17,220
4132,Manhattan,40.71927,-73.98510999999998,Entire home/apt,109,3,1.13,7
19538,Queens,40.75164,-73.88506,Private room,55,2,2.96,149
20951,Queens,40.66102,-73.77035,Private room,50,1,7.28,342
2547,Brooklyn,40.69286,-73.96993,Entire home/apt,100,4,1.01,190
17769,Brooklyn,40.68911,-73.94726999999997,Private room,90,1,3.06,36
6081,Brooklyn,40.62862,-73.92629000000002,Entire home/apt,414,16,0.12,365
24884,Manhattan,40.79943,-73.95376,Entire home/apt,150,3,1.59,10
16279,Manhattan,40.72601,-73.99086,Entire home/apt,750,4,1.27,151
4133,Manhattan,40.71566,-73.99076,Entire home/apt,189,4,0.48,191
27716,Manhattan,40.81872,-73.94363,Entire home/apt,300,7,0.65,150
8746,Queens,40.69061,-73.73917,Private room,40,5,0.03,179
3453,Brooklyn,40.69865,-73.92971999999997,Private room,68,5,0.26,14
14852,Manhattan,40.76028,-73.99014,Entire home/apt,179,1,6.51,201
5145,Queens,40.77209000000001,-73.91082,Private room,45,6,0.53,307
21375,Manhattan,40.86159,-73.92685999999998,Private room,60,1,2.01,89
29783,Brooklyn,40.64137,-73.98654,Entire home/apt,67,1,1.0,49
12162,Brooklyn,40.63895,-73.90868,Private room,50,1,2.88,179
7641,Manhattan,40.74044,-73.98029,Entire home/apt,159,30,0.14,312
12219,Manhattan,40.74806,-73.99665,Private room,85,1,3.84,310
19246,Queens,40.6726,-73.79566,Shared room,31,5,0.11,365
626,Brooklyn,40.6433,-73.97386,Entire home/apt,90,30,0.05,286
17344,Brooklyn,40.68339,-73.9645,Entire home/apt,99,30,0.25,40
16589,Manhattan,40.72789,-74.00275,Entire home/apt,205,4,1.04,5
3910,Brooklyn,40.67122,-73.91813,Private room,39,1,2.66,178
28168,Manhattan,40.81393,-73.94365,Private room,35,2,0.0,124
24957,Manhattan,40.86948,-73.92121999999998,Entire home/apt,129,2,0.0,65
14791,Manhattan,40.78623,-73.98146,Entire home/apt,110,2,1.74,6
8618,Manhattan,40.83079,-73.9432,Private room,95,2,0.38,89
8832,Manhattan,40.82661,-73.94165,Entire home/apt,100,4,0.17,27
23022,Manhattan,40.82575,-73.95177,Private room,92,2,0.0,346
29033,Brooklyn,40.69334,-73.98179,Shared room,50,1,0.0,347
5786,Brooklyn,40.67839,-73.95434,Private room,80,2,3.47,204
2613,Brooklyn,40.71364000000001,-73.96427,Entire home/apt,130,30,0.17,39
22568,Manhattan,40.75805,-73.99292,Entire home/apt,450,4,0.32,158
19552,Manhattan,40.79993,-73.95485,Private room,75,14,0.4,66
24862,Brooklyn,40.68367,-73.95155,Private room,65,2,2.02,272
30137,Brooklyn,40.63032000000001,-73.9936,Entire home/apt,103,6,0.0,18
20383,Manhattan,40.72143,-73.9931,Entire home/apt,170,30,0.0,336
20278,Brooklyn,40.69416,-73.96866,Entire home/apt,200,3,0.22,16
20722,Brooklyn,40.66108,-73.96153000000002,Entire home/apt,115,2,0.16,219
18600,Manhattan,40.72817,-73.9773,Private room,81,5,0.97,110
2230,Brooklyn,40.67394,-73.92399999999998,Entire home/apt,120,2,1.37,311
4119,Queens,40.76794,-73.93413000000002,Entire home/apt,150,3,2.71,133
24987,Brooklyn,40.71579000000001,-73.95092,Private room,79,4,0.0,110
24302,Manhattan,40.74921,-73.97395,Entire home/apt,308,2,1.55,81
20266,Brooklyn,40.67855,-73.86961,Private room,80,1,0.42,1
24420,Brooklyn,40.691,-73.94696,Entire home/apt,190,1,1.47,351
18131,Manhattan,40.74849,-73.97873,Entire home/apt,145,3,2.43,43
14965,Manhattan,40.76563,-73.98241999999998,Entire home/apt,225,30,0.0,340
17764,Manhattan,40.76321,-73.9583,Entire home/apt,99,3,0.86,7
26436,Manhattan,40.75059,-73.9967,Private room,199,1,0.81,365
12610,Brooklyn,40.67324,-73.95028,Private room,43,6,0.23,301
2075,Manhattan,40.73051,-73.99518,Entire home/apt,1100,2,0.25,364
15096,Manhattan,40.72002,-73.98893000000002,Entire home/apt,185,2,4.88,120
13032,Brooklyn,40.68121,-73.94471,Private room,50,2,0.76,89
25806,Brooklyn,40.68129,-73.93437,Private room,75,5,2.03,313
2603,Manhattan,40.72671,-73.98437,Entire home/apt,190,4,3.34,55
22117,Queens,40.70711,-73.90713000000002,Private room,35,5,0.0,321
25427,Manhattan,40.71515,-73.99099,Private room,89,4,5.0,166
22640,Manhattan,40.73693,-74.0023,Entire home/apt,300,4,1.28,21
24455,Manhattan,40.78313,-73.97953000000003,Private room,230,1,0.74,252
27483,Bronx,40.828,-73.81275,Entire home/apt,100,3,1.0,336
9322,Brooklyn,40.64528,-73.9612,Private room,95,6,0.06,249
24965,Brooklyn,40.67962,-74.01294,Entire home/apt,122,13,0.77,12
29627,Brooklyn,40.71199,-73.96479000000002,Entire home/apt,220,4,1.0,25
26593,Manhattan,40.73059,-73.98510999999998,Entire home/apt,271,30,0.0,323
27234,Manhattan,40.76383,-73.98704000000002,Entire home/apt,255,3,1.4,188
13301,Brooklyn,40.69349,-73.91173,Shared room,34,30,0.11,365
37,Manhattan,40.81175,-73.94478000000002,Entire home/apt,150,7,0.84,309
17478,Manhattan,40.75545,-73.99556,Private room,62,7,0.77,355
13012,Manhattan,40.75955,-73.99738,Entire home/apt,280,3,4.13,69
19086,Manhattan,40.73271,-74.00206999999997,Entire home/apt,220,2,0.92,48
27838,Manhattan,40.76277,-73.96316999999998,Entire home/apt,160,29,0.0,311
16311,Brooklyn,40.6856,-73.94388000000002,Private room,79,1,4.91,295
17339,Manhattan,40.72873,-73.98759,Entire home/apt,398,2,3.06,139
21770,Queens,40.66272,-73.76849,Entire home/apt,89,1,12.05,253
20018,Manhattan,40.80226,-73.93734,Private room,83,2,2.69,161
2366,Brooklyn,40.70565,-73.92254,Private room,58,1,3.45,350
25436,Brooklyn,40.73279,-73.954,Entire home/apt,240,2,0.42,7
30002,Queens,40.67136,-73.76248000000002,Entire home/apt,95,2,0.0,81
24216,Manhattan,40.71933,-73.99431,Private room,76,30,0.0,339
22875,Brooklyn,40.70267,-73.92751,Private room,55,2,2.57,2
6835,Manhattan,40.72496,-74.00928,Entire home/apt,699,7,0.0,37
17349,Brooklyn,40.64987,-73.93855,Private room,45,3,2.61,320
6676,Manhattan,40.79886,-73.93373000000003,Private room,95,2,3.87,166
3344,Manhattan,40.7211,-73.98397,Entire home/apt,175,7,0.27,255
1106,Brooklyn,40.68773,-73.95631,Entire home/apt,80,3,1.97,249
25000,Queens,40.75817,-73.92949,Entire home/apt,100,3,3.3,296
12381,Manhattan,40.82319,-73.95103,Entire home/apt,122,4,0.67,5
28189,Brooklyn,40.69447,-73.97296,Entire home/apt,220,6,0.0,43
28258,Queens,40.75728,-73.80072,Private room,70,2,1.58,315
22012,Brooklyn,40.6761,-73.93502,Private room,45,2,2.52,14
11849,Brooklyn,40.66556,-73.88323000000003,Entire home/apt,115,2,4.47,121
12387,Manhattan,40.79929,-73.94605,Entire home/apt,350,3,3.46,27
8445,Queens,40.74576,-73.87406999999997,Private room,47,1,2.35,156
6734,Brooklyn,40.68777,-73.9387,Private room,40,2,0.12,87
16221,Manhattan,40.75605,-73.99540999999998,Private room,89,3,0.58,32
4442,Brooklyn,40.71343,-73.94842,Entire home/apt,220,5,0.0,21
17863,Manhattan,40.74891,-73.97719000000002,Entire home/apt,200,30,0.64,352
28062,Brooklyn,40.70685,-73.92149,Private room,50,4,2.5,5
9593,Bronx,40.85499,-73.86728000000002,Private room,43,4,0.3,88
18295,Manhattan,40.83136,-73.94299000000002,Private room,65,4,0.38,188
16784,Manhattan,40.80848,-73.94270999999998,Private room,65,1,2.0,163
8838,Brooklyn,40.69037,-73.98206,Entire home/apt,202,30,0.04,365
9071,Manhattan,40.72872,-73.98267,Entire home/apt,295,7,0.78,128
25918,Brooklyn,40.69814,-73.9286,Private room,63,2,3.85,127
19835,Manhattan,40.7112,-74.0094,Entire home/apt,209,1,5.82,1
2307,Brooklyn,40.69048,-73.92193,Private room,64,1,4.83,133
15372,Queens,40.69847,-73.90735,Private room,60,1,2.28,47
114,Manhattan,40.81618,-73.94894000000002,Entire home/apt,120,3,1.42,213
23368,Manhattan,40.72095,-73.99756,Entire home/apt,1200,1,0.19,27
18518,Brooklyn,40.63729,-74.01046,Private room,50,3,2.26,108
19658,Manhattan,40.70999000000001,-74.01100000000002,Private room,179,7,0.97,349
19556,Manhattan,40.73151,-74.00528,Entire home/apt,1500,4,1.86,32
9838,Manhattan,40.76952,-73.94892,Entire home/apt,150,7,0.39,32
516,Manhattan,40.73268,-73.99255,Entire home/apt,241,30,0.0,249
7455,Brooklyn,40.69488,-73.9434,Private room,50,7,0.25,243
14286,Brooklyn,40.68741,-73.91138000000002,Private room,51,1,0.94,175
8660,Brooklyn,40.63337,-73.94578,Private room,525,1,0.99,189
16932,Manhattan,40.78371,-73.97358,Private room,105,20,0.39,64
151,Bronx,40.83232,-73.93184000000002,Private room,40,1,2.04,353
5966,Manhattan,40.72018,-74.00981,Private room,100,1,0.38,31
3101,Brooklyn,40.68474000000001,-73.97959,Entire home/apt,150,3,0.94,7
29715,Manhattan,40.72304000000001,-73.9791,Entire home/apt,119,12,0.0,247
26647,Bronx,40.81132,-73.91715,Entire home/apt,145,3,0.64,48
1624,Brooklyn,40.69449,-73.91156,Private room,55,2,0.86,235
25580,Manhattan,40.72673,-73.98646,Entire home/apt,149,3,4.29,151
3845,Brooklyn,40.67027,-73.94033,Entire home/apt,210,6,0.47,302
137,Manhattan,40.79295,-73.93997,Private room,69,2,0.32,10
22102,Queens,40.75938,-73.88158,Private room,29,1,0.86,35
10373,Manhattan,40.73992,-74.00220999999998,Entire home/apt,200,4,1.31,291
11217,Brooklyn,40.64551,-73.9981,Entire home/apt,110,2,1.65,342
544,Brooklyn,40.73641,-73.9533,Entire home/apt,199,3,0.32,84
17060,Brooklyn,40.68327,-73.92411,Entire home/apt,100,3,0.29,358
19816,Manhattan,40.71638,-74.00419000000002,Private room,120,5,0.6,25
7574,Brooklyn,40.67169000000001,-73.94612,Entire home/apt,140,4,3.23,30
22111,Brooklyn,40.7177,-73.96346,Private room,70,9,0.19,15
15242,Staten Island,40.6322,-74.07913,Entire home/apt,95,30,1.47,178
12503,Brooklyn,40.71487,-73.94524,Private room,49,5,0.23,33
15054,Manhattan,40.72299,-73.97809000000002,Shared room,42,2,3.02,1
2146,Manhattan,40.72391,-73.99879,Private room,194,2,2.0,340
20174,Manhattan,40.71447,-73.99736999999998,Private room,125,2,3.82,315
10509,Brooklyn,40.71311,-73.95331999999998,Private room,70,2,1.7,62
2721,Manhattan,40.72541,-74.01015,Private room,150,3,0.48,4
6138,Manhattan,40.7298,-73.9791,Private room,149,3,1.88,62
4849,Brooklyn,40.68336,-73.91449,Entire home/apt,83,3,1.13,264
18220,Manhattan,40.81381,-73.94549,Entire home/apt,125,1,5.55,262
23151,Queens,40.7548,-73.91364,Entire home/apt,170,4,2.07,97
12127,Brooklyn,40.71666,-73.96644,Entire home/apt,250,4,1.58,41
25811,Brooklyn,40.69767,-73.93096,Private room,99,2,0.0,1
25283,Queens,40.68727,-73.86413,Private room,59,3,1.88,361
23945,Manhattan,40.7075,-74.01199,Entire home/apt,214,2,0.59,331
6116,Manhattan,40.71978,-73.98705,Entire home/apt,250,2,0.17,297
1063,Manhattan,40.87114,-73.91790999999998,Private room,60,2,3.16,156
16594,Manhattan,40.70988,-73.98666,Private room,93,15,0.0,185
3941,Manhattan,40.76049,-73.99569,Private room,89,4,0.98,301
23559,Queens,40.70203,-73.82840999999998,Private room,40,2,3.44,30
11719,Brooklyn,40.63381,-73.94395,Entire home/apt,185,6,3.22,112
12450,Brooklyn,40.71592,-73.9562,Private room,60,3,0.88,46
2483,Manhattan,40.86888,-73.92059,Private room,45,2,0.57,188
30133,Manhattan,40.75264,-73.99785,Entire home/apt,225,3,0.0,80
13444,Brooklyn,40.66334000000001,-73.94651,Entire home/apt,130,4,0.78,110
18961,Manhattan,40.8154,-73.94677,Entire home/apt,175,2,0.09,14
19886,Brooklyn,40.62515,-73.94409,Entire home/apt,85,1,2.26,82
26358,Manhattan,40.71456,-73.98986,Entire home/apt,250,1,1.0,58
11041,Manhattan,40.78966,-73.94232,Private room,103,1,5.06,215
29845,Manhattan,40.82625,-73.94791,Private room,75,4,0.0,113
8885,Brooklyn,40.68082,-73.91128,Entire home/apt,99,2,3.94,57
1611,Brooklyn,40.6627,-73.95875,Private room,75,5,0.11,365
29034,Manhattan,40.80491,-73.96339,Entire home/apt,135,1,1.0,3
188,Brooklyn,40.729,-73.95829,Entire home/apt,195,2,0.65,58
4721,Brooklyn,40.67812,-73.97353000000003,Entire home/apt,150,6,0.09,209
19235,Queens,40.7544,-73.93314000000002,Private room,95,3,2.44,245
19819,Brooklyn,40.69439000000001,-73.97319,Private room,65,1,9.41,254
11090,Brooklyn,40.68361,-73.98671,Entire home/apt,185,30,0.53,323
6328,Bronx,40.82226,-73.88906,Private room,60,3,0.19,363
15271,Brooklyn,40.69818,-73.93576999999998,Private room,108,3,0.79,112
5832,Manhattan,40.76312,-73.96624,Private room,89,1,3.18,351
25262,Manhattan,40.82868,-73.94678,Entire home/apt,159,1,1.72,44
10475,Manhattan,40.84862,-73.93299,Private room,75,2,1.44,183
12242,Brooklyn,40.69097,-73.94721,Private room,101,2,0.36,364
23225,Manhattan,40.83397,-73.94541,Private room,35,1,4.36,80
676,Staten Island,40.62318,-74.07848,Private room,59,1,0.56,352
28719,Queens,40.76599,-73.91225,Private room,100,1,9.0,253
27490,Brooklyn,40.66189,-73.93309,Private room,99,1,0.59,365
15371,Brooklyn,40.6876,-73.98472,Entire home/apt,160,4,0.3,14
7243,Manhattan,40.82385,-73.94686999999998,Private room,80,2,2.43,63
2829,Brooklyn,40.64772,-73.96273000000002,Private room,45,7,0.48,287
29439,Brooklyn,40.71043,-73.95963,Entire home/apt,175,30,0.0,154
22797,Brooklyn,40.65035,-74.00974000000002,Private room,75,2,0.32,16
28933,Manhattan,40.7294,-73.98664000000002,Entire home/apt,290,1,0.0,355
24725,Queens,40.75093,-73.87507,Private room,45,2,1.74,64
22345,Manhattan,40.79819000000001,-73.94294000000002,Private room,89,1,3.37,285
21547,Manhattan,40.73031,-73.98666,Entire home/apt,139,2,0.32,365
316,Queens,40.58615,-73.81245,Private room,70,27,0.13,335
27068,Queens,40.74551,-73.94131,Entire home/apt,185,2,1.36,41
25925,Brooklyn,40.69541,-73.90785,Shared room,28,1,3.2,41
697,Manhattan,40.83456,-73.9457,Entire home/apt,115,3,0.21,31
17136,Manhattan,40.7846,-73.97315,Entire home/apt,99,2,0.0,93
14661,Manhattan,40.79757,-73.93851,Private room,50,13,2.63,26
20772,Brooklyn,40.68581,-73.91176,Private room,58,1,2.14,179
1308,Manhattan,40.82974,-73.94193,Private room,85,1,3.7,178
24963,Manhattan,40.7142,-73.99254,Entire home/apt,150,30,1.25,33
26170,Brooklyn,40.67709,-73.98494000000002,Private room,100,2,1.0,61
796,Brooklyn,40.68838,-73.94193,Entire home/apt,90,2,2.4,236
10395,Manhattan,40.82191,-73.9419,Private room,44,2,1.43,18
25263,Queens,40.71134,-73.8279,Private room,60,3,4.34,318
17934,Manhattan,40.74154,-73.99526999999998,Entire home/apt,250,29,0.0,311
12677,Brooklyn,40.68628,-73.91523000000002,Entire home/apt,100,2,4.37,46
22384,Brooklyn,40.68361,-73.91372,Private room,45,30,0.0,220
25714,Brooklyn,40.68553,-73.92569,Private room,65,1,6.59,23
22983,Brooklyn,40.68759,-73.90727,Private room,79,3,1.11,69
1550,Manhattan,40.72726,-73.97573,Private room,75,3,0.7,127
15411,Brooklyn,40.69124,-73.90236,Private room,69,14,0.35,319
14249,Queens,40.7647,-73.93914000000002,Private room,71,1,3.19,360
3600,Manhattan,40.79882,-73.94266,Private room,90,1,4.99,155
23200,Manhattan,40.86772,-73.92563,Private room,40,4,0.24,81
14892,Manhattan,40.77806,-73.98225,Entire home/apt,195,3,1.27,217
26184,Manhattan,40.80279,-73.94736,Private room,78,5,0.46,89
1019,Brooklyn,40.68084,-73.97429,Private room,100,2,0.89,257
25907,Brooklyn,40.68482,-73.95136,Private room,57,2,4.93,51
28937,Manhattan,40.74307,-73.98385999999998,Entire home/apt,170,1,3.0,270
15612,Manhattan,40.7592,-73.97017,Private room,95,2,3.33,54
15521,Manhattan,40.71889,-73.99686,Entire home/apt,400,2,0.19,3
16967,Manhattan,40.71809,-74.01205,Entire home/apt,140,1,0.64,44
23727,Queens,40.70484,-73.91393000000002,Private room,59,1,2.98,67
21463,Brooklyn,40.7227,-73.93691,Private room,85,1,1.92,137
18693,Manhattan,40.74803,-73.98666,Entire home/apt,287,29,0.0,219
12660,Brooklyn,40.69293,-73.98495,Private room,85,4,0.54,5
5397,Manhattan,40.76216,-73.96195,Entire home/apt,115,30,0.26,331
7037,Brooklyn,40.72778,-73.94471999999998,Entire home/apt,205,3,0.12,72
22038,Brooklyn,40.70827,-73.9425,Private room,63,4,0.0,187
10953,Brooklyn,40.70711,-73.95344,Private room,55,30,0.38,249
20272,Manhattan,40.77375,-73.9541,Private room,100,1,7.31,257
19330,Manhattan,40.75522,-73.96444,Entire home/apt,239,29,0.0,189
19727,Brooklyn,40.69855,-73.91394,Private room,63,3,0.31,365
15689,Brooklyn,40.60434,-74.0169,Private room,50,4,2.19,316
23975,Brooklyn,40.70525,-73.93363000000002,Private room,64,1,6.13,13
20067,Manhattan,40.75359,-73.97305,Private room,175,2,0.22,1
10357,Manhattan,40.73073,-73.98652,Entire home/apt,170,1,1.14,36
10973,Manhattan,40.76868,-73.95744,Entire home/apt,110,5,1.27,7
22331,Manhattan,40.7751,-73.95294,Private room,125,3,0.32,23
16165,Brooklyn,40.66169,-73.9979,Entire home/apt,135,5,3.78,10
25172,Brooklyn,40.66706,-73.86780999999998,Entire home/apt,95,2,0.0,149
24666,Brooklyn,40.68881,-73.91991999999998,Private room,50,5,7.01,12
24445,Manhattan,40.75925,-73.98767,Private room,100,1,0.45,299
22389,Manhattan,40.8241,-73.94682,Private room,95,2,0.93,180
25646,Brooklyn,40.72633,-73.95859,Private room,55,1,7.33,47
13549,Queens,40.75713,-73.91334,Private room,99,3,0.05,328
6863,Manhattan,40.82391,-73.93881,Private room,80,1,0.72,364
85,Manhattan,40.74008,-74.00271,Private room,98,30,0.27,364
16352,Manhattan,40.72402,-73.99452,Entire home/apt,199,2,4.02,99
28783,Brooklyn,40.64434,-73.95288000000002,Private room,50,3,0.0,311
28534,Manhattan,40.76426,-73.98945,Private room,94,3,1.0,20
943,Brooklyn,40.71606,-73.95526,Entire home/apt,280,7,0.98,41
18563,Manhattan,40.75402,-73.96566999999997,Entire home/apt,737,3,0.21,222
3181,Brooklyn,40.67517,-73.89814,Private room,135,1,4.69,162
21154,Manhattan,40.74741,-74.00213000000002,Entire home/apt,250,7,0.62,8
16372,Brooklyn,40.68088,-73.91181,Private room,59,1,5.48,24
16677,Bronx,40.81862,-73.8791,Shared room,40,1,1.82,141
6864,Manhattan,40.72792000000001,-73.98718000000002,Entire home/apt,125,7,0.17,1
5828,Brooklyn,40.67082,-73.9278,Private room,55,2,0.83,311
275,Queens,40.77635,-73.93426,Entire home/apt,115,2,2.01,257
28827,Brooklyn,40.6752,-73.94851,Private room,95,3,1.0,360
23764,Manhattan,40.73957,-73.98006,Private room,115,4,0.0,22
15520,Queens,40.75735,-73.87845,Private room,55,2,0.71,179
23201,Brooklyn,40.64557,-73.98097,Entire home/apt,100,1,0.43,268
19331,Manhattan,40.73928,-73.98583,Private room,590,2,0.6,125
26697,Brooklyn,40.69319,-73.95473,Private room,60,6,0.0,67
24498,Brooklyn,40.6854,-73.94253,Entire home/apt,175,3,4.0,301
7767,Manhattan,40.77961,-73.98441,Private room,120,3,0.23,365
26119,Brooklyn,40.62635,-73.9725,Entire home/apt,80,2,0.48,33
123,Brooklyn,40.6863,-73.96765,Private room,135,4,0.77,365
27028,Queens,40.76269,-73.91232,Private room,90,1,1.25,90
11761,Brooklyn,40.69531,-73.93276,Private room,180,2,1.16,131
5295,Brooklyn,40.71154,-73.96424,Entire home/apt,147,3,1.29,5
21115,Brooklyn,40.68336,-73.92144,Entire home/apt,250,2,0.85,179
18899,Brooklyn,40.65181,-73.91672,Private room,65,1,0.39,125
25539,Manhattan,40.77029,-73.98761,Private room,110,3,2.08,158
24378,Brooklyn,40.70881,-73.96688,Entire home/apt,235,5,2.98,153
7103,Queens,40.74674,-73.87995,Private room,80,1,0.88,49
17596,Manhattan,40.76591,-73.97886,Entire home/apt,333,12,0.1,110
25929,Manhattan,40.71697,-73.98605,Entire home/apt,325,4,2.03,65
11980,Manhattan,40.80387,-73.95853000000002,Private room,55,3,3.93,18
27421,Manhattan,40.73682,-74.00406,Entire home/apt,250,2,2.0,98
12789,Brooklyn,40.68827,-73.94943,Entire home/apt,550,3,0.22,97
8272,Manhattan,40.7034,-74.00787,Entire home/apt,175,30,0.1,365
23288,Manhattan,40.72278,-73.98902,Entire home/apt,350,1,7.89,342
23448,Queens,40.69054000000001,-73.84812,Entire home/apt,99,5,1.62,319
20514,Brooklyn,40.70959000000001,-73.96110999999998,Entire home/apt,150,1,8.95,77
17566,Brooklyn,40.6881,-73.94586,Entire home/apt,109,1,5.77,20
18849,Brooklyn,40.67166,-73.94674,Entire home/apt,115,3,4.43,249
12173,Manhattan,40.76461,-73.98263,Entire home/apt,145,3,2.61,9
29347,Manhattan,40.75903,-73.96669,Entire home/apt,199,7,0.0,134
19379,Queens,40.72717,-73.79055,Entire home/apt,60,1,4.98,42
21374,Queens,40.77751,-73.90956,Private room,85,2,0.29,278
25750,Queens,40.73612,-73.89519,Private room,50,1,8.03,165
27582,Manhattan,40.7483,-73.97444,Entire home/apt,265,30,0.0,351
27753,Manhattan,40.7266,-73.9875,Entire home/apt,175,20,1.3,27
15278,Brooklyn,40.72188,-73.94355,Private room,150,3,0.48,27
18423,Staten Island,40.62972,-74.12539,Private room,22,1,1.77,261
8402,Manhattan,40.74789000000001,-73.98057,Entire home/apt,179,30,0.0,115
19962,Brooklyn,40.65285,-73.943,Private room,60,3,1.17,347
10763,Manhattan,40.76794,-73.95711999999997,Entire home/apt,220,8,0.52,14
2462,Manhattan,40.79859,-73.96078,Private room,80,3,0.59,344
16997,Queens,40.73587,-73.8616,Entire home/apt,100,14,0.0,37
14620,Brooklyn,40.69049,-73.96842,Entire home/apt,115,3,0.21,2
1645,Manhattan,40.81241,-73.94371,Entire home/apt,190,30,0.43,84
13059,Brooklyn,40.69537,-73.93598,Entire home/apt,389,1,4.77,64
9773,Manhattan,40.79512,-73.9733,Private room,100,2,1.36,83
18653,Manhattan,40.73494,-74.00463,Entire home/apt,150,30,1.0,86
11125,Manhattan,40.76851,-73.95506,Entire home/apt,150,1,0.21,7
10243,Brooklyn,40.69543,-73.94448,Private room,200,2,0.0,89
7888,Manhattan,40.72553,-73.98831,Private room,110,2,1.17,307
