,neighbourhood_group,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365
2375,Manhattan,40.7948,-73.94835,Private room,108,14,4,0.06,3,38
3386,Queens,40.75832,-73.92874,Private room,72,3,26,0.41,2,307
34660,Brooklyn,40.65668,-73.97827,Private room,75,4,1,0.13,1,82
13934,Queens,40.75951,-73.92820999999999,Private room,59,3,42,0.99,1,3
33714,Brooklyn,40.690740000000005,-73.93858,Private room,118,1,20,1.9,6,285
11119,Brooklyn,40.685520000000004,-73.95328,Entire home/apt,120,30,143,3.17,1,221
2767,Manhattan,40.71804,-73.99146999999999,Entire home/apt,299,1,200,2.8,4,100
15519,Manhattan,40.77775,-73.98169,Entire home/apt,150,2,5,0.13,1,0
22773,Brooklyn,40.66556,-73.88323000000001,Entire home/apt,115,2,118,4.47,1,121
46212,Manhattan,40.73128,-74.00475,Entire home/apt,179,3,5,5.0,1,164
8582,Brooklyn,40.6655,-73.99501,Entire home/apt,225,3,52,1.12,1,297
28665,Brooklyn,40.71311,-73.95742,Entire home/apt,175,2,2,0.11,1,0
44708,Manhattan,40.75977,-73.98245,Entire home/apt,160,2,1,1.0,1,4
4767,Manhattan,40.71307,-73.99025,Entire home/apt,150,1,60,1.0,4,188
30086,Brooklyn,40.6455,-73.95975,Private room,70,14,5,0.3,1,0
29626,Brooklyn,40.67605,-73.95791,Entire home/apt,100,2,20,1.17,1,0
670,Brooklyn,40.73794,-73.95254,Entire home/apt,199,3,59,0.66,28,60
21953,Queens,40.5938,-73.77373,Private room,50,1,76,2.84,1,324
14688,Brooklyn,40.68023,-73.93585999999999,Private room,80,2,77,1.91,3,12
21896,Brooklyn,40.66507,-73.95699,Private room,45,7,11,0.4,1,0
20632,Brooklyn,40.706140000000005,-73.9487,Entire home/apt,199,2,1,0.03,1,0
12645,Brooklyn,40.63692,-73.99063000000001,Entire home/apt,300,2,51,2.06,1,297
16575,Manhattan,40.81646,-73.93795,Private room,110,2,4,0.12,4,0
12206,Manhattan,40.72675,-74.00757,Private room,225,3,49,1.44,1,322
7124,Manhattan,40.76761,-73.95391,Entire home/apt,195,6,5,0.11,1,329
30883,Brooklyn,40.6824,-73.93045,Entire home/apt,125,3,80,5.41,1,269
32543,Manhattan,40.79558,-73.96242,Private room,182,1,38,2.95,2,131
9285,Manhattan,40.76193,-73.94933,Private room,83,2,178,3.72,1,255
6364,Brooklyn,40.68951,-73.9565,Private room,44,5,86,1.67,4,0
1779,Brooklyn,40.70538,-73.92945999999999,Entire home/apt,163,1,3,0.04,1,0
47624,Manhattan,40.7449,-73.97888,Entire home/apt,288,5,2,2.0,1,74
23305,Queens,40.76365,-73.93191999999999,Private room,60,30,4,0.16,1,0
31304,Brooklyn,40.68907,-73.953,Private room,150,5,1,0.07,2,0
30195,Queens,40.74371,-73.90876999999999,Private room,70,1,2,0.15,1,0
17938,Brooklyn,40.67003,-73.97399999999999,Entire home/apt,240,2,144,4.04,1,217
39894,Bronx,40.88796,-73.90473,Private room,49,1,3,0.45,1,0
14130,Manhattan,40.72005,-73.98409000000001,Private room,90,5,1,0.03,1,0
13644,Manhattan,40.800329999999995,-73.9528,Private room,199,1,1,0.02,5,267
46290,Manhattan,40.76433,-73.98931999999999,Entire home/apt,163,1,3,3.0,1,155
48328,Brooklyn,40.69567,-73.93431,Private room,45,1,1,1.0,2,362
35997,Queens,40.75011,-73.89113,Shared room,70,1,2,0.32,1,365
22687,Queens,40.58938,-73.79446999999999,Private room,48,1,62,2.35,2,3
12815,Brooklyn,40.68589,-73.91486,Private room,60,1,17,0.4,1,205
33012,Manhattan,40.740120000000005,-74.00537,Private room,50,2,56,4.35,1,21
41127,Manhattan,40.719570000000004,-73.98538,Entire home/apt,180,18,3,0.57,1,22
4633,Manhattan,40.81198,-73.9437,Private room,80,1,134,4.36,1,227
15089,Queens,40.709109999999995,-73.8296,Private room,73,9,2,0.17,4,276
3590,Manhattan,40.76197,-73.99308,Private room,135,2,150,2.42,3,98
29974,Queens,40.766490000000005,-73.82991,Private room,49,7,28,1.68,1,0
22850,Manhattan,40.70766,-74.00153,Private room,205,2,41,1.56,1,308
47085,Manhattan,40.74496,-73.97678,Entire home/apt,132,1,2,2.0,1,46
32996,Manhattan,40.72455,-73.98418000000001,Entire home/apt,200,1,12,1.0,1,0
24929,Brooklyn,40.58745,-73.95709000000001,Entire home/apt,130,2,41,1.77,1,142
26311,Manhattan,40.75974,-73.98623,Private room,110,1,41,1.87,1,3
1521,Brooklyn,40.664809999999996,-73.98366999999999,Entire home/apt,179,2,77,0.97,1,0
21765,Manhattan,40.74481,-73.98523,Entire home/apt,150,3,6,0.23,1,0
25900,Brooklyn,40.69122,-73.96976,Private room,75,3,14,0.64,1,35
38730,Queens,40.74635,-73.90774,Private room,62,30,2,0.32,103,269
9892,Brooklyn,40.63118,-73.89679,Entire home/apt,100,2,187,3.93,1,300
29278,Manhattan,40.76938,-73.96732,Entire home/apt,150,1,2,0.11,1,0
25478,Brooklyn,40.71351,-73.96038,Private room,80,1,1,0.04,1,0
3765,Manhattan,40.801190000000005,-73.95295,Private room,81,1,133,2.23,2,13
30017,Manhattan,40.737159999999996,-73.99764,Entire home/apt,225,7,10,0.78,1,279
6368,Queens,40.72401,-73.72901,Private room,99,1,3,0.23,1,365
36914,Queens,40.763729999999995,-73.82904,Entire home/apt,188,2,15,1.97,1,59
23480,Brooklyn,40.7084,-73.9551,Private room,75,2,3,0.12,1,0
4840,Manhattan,40.78284,-73.94825,Entire home/apt,255,2,1,0.02,1,341
22028,Brooklyn,40.60044,-73.99341,Private room,79,1,2,0.08,1,0
17068,Manhattan,40.76806,-73.98671999999999,Private room,100,2,1,0.03,1,0
39093,Brooklyn,40.63835,-73.94402,Entire home/apt,90,1,39,5.44,1,141
34175,Manhattan,40.72327,-73.98105,Private room,160,2,17,1.48,1,0
18317,Queens,40.58656,-73.81565,Entire home/apt,110,1,75,2.14,1,56
36687,Brooklyn,40.683859999999996,-73.99807,Entire home/apt,125,1,1,0.65,1,34
36209,Brooklyn,40.69336,-73.93857,Private room,53,2,18,2.49,2,333
38662,Brooklyn,40.68595,-73.93109,Private room,42,30,2,0.33,27,345
17385,Queens,40.70605,-73.89928,Private room,48,2,6,0.17,1,0
24046,Manhattan,40.7476,-73.99348,Private room,130,2,21,0.96,1,0
31065,Manhattan,40.8301,-73.94757,Private room,99,1,22,1.88,6,45
47332,Brooklyn,40.69416,-73.9809,Private room,159,2,1,1.0,1,327
20793,Brooklyn,40.6965,-73.9601,Private room,54,5,12,0.4,1,21
24167,Brooklyn,40.68776,-73.95379,Entire home/apt,60,3,16,0.65,2,5
46605,Manhattan,40.76243,-73.98978000000001,Private room,90,1,1,1.0,1,138
43871,Manhattan,40.80712,-73.95685999999999,Private room,103,2,14,5.83,1,19
318,Brooklyn,40.71398,-73.95763000000001,Private room,69,2,220,2.17,2,8
4073,Brooklyn,40.69911,-73.93713000000001,Entire home/apt,175,5,16,0.25,1,0
27117,Brooklyn,40.647659999999995,-73.95888000000001,Private room,65,3,74,3.59,1,66
27717,Queens,40.774159999999995,-73.90755,Entire home/apt,83,5,13,0.68,1,365
25496,Manhattan,40.7577,-73.9662,Private room,105,1,142,6.6,1,38
25040,Brooklyn,40.65558,-73.956,Entire home/apt,90,2,6,0.26,1,0
42787,Manhattan,40.76147,-73.98589,Entire home/apt,177,29,2,0.85,327,354
18386,Queens,40.74321,-73.89988000000001,Entire home/apt,199,3,169,4.8,1,302
10432,Brooklyn,40.71067,-73.96005,Private room,68,5,14,0.3,2,10
34030,Brooklyn,40.66636,-73.99051999999999,Entire home/apt,111,2,6,0.58,1,12
18212,Queens,40.76777,-73.87733,Entire home/apt,76,2,75,4.39,1,35
8673,Brooklyn,40.68657,-73.94072,Entire home/apt,100,3,1,0.03,1,0
10102,Queens,40.73607,-73.87980999999999,Private room,60,1,1,0.02,1,0
44165,Manhattan,40.73863,-73.97989,Entire home/apt,178,1,7,3.23,1,0
3327,Brooklyn,40.68248,-73.95149,Private room,60,1,93,1.38,15,305
34050,Brooklyn,40.70596,-73.93847,Private room,80,2,31,2.71,2,365
8025,Brooklyn,40.70778,-73.94953000000001,Entire home/apt,125,4,7,0.14,1,0
14400,Manhattan,40.774159999999995,-73.95259,Entire home/apt,145,5,54,1.43,1,236
23278,Bronx,40.859609999999996,-73.86361,Private room,49,3,1,0.04,1,0
36783,Brooklyn,40.70644,-73.9193,Private room,46,2,28,3.22,1,23
40619,Manhattan,40.78001,-73.9518,Private room,99,1,38,6.44,4,142
42748,Brooklyn,40.6802,-73.93436,Private room,60,2,9,2.76,1,22
8184,Brooklyn,40.73284,-73.95822,Entire home/apt,135,3,2,0.04,1,0
897,Manhattan,40.7761,-73.95265,Entire home/apt,219,4,102,1.15,2,280
26056,Brooklyn,40.683609999999994,-73.93883000000001,Private room,76,3,6,0.27,1,0
18342,Manhattan,40.71602,-73.99233000000001,Private room,105,2,11,0.53,1,0
14735,Manhattan,40.72818,-73.99886,Entire home/apt,142,30,10,0.25,91,157
16917,Manhattan,40.712590000000006,-73.99897,Private room,95,1,10,0.27,5,0
35150,Manhattan,40.780570000000004,-73.95186,Entire home/apt,248,4,3,0.31,1,100
21507,Brooklyn,40.697959999999995,-73.92409,Private room,43,2,88,3.02,3,84
34358,Queens,40.77309,-73.89256,Private room,85,1,41,3.66,4,349
18968,Manhattan,40.78017,-73.97574,Private room,47,30,10,0.31,10,342
32128,Brooklyn,40.58033,-73.9657,Private room,100,1,3,0.22,1,250
28599,Brooklyn,40.716440000000006,-73.94807,Entire home/apt,160,2,1,0.05,1,0
22617,Manhattan,40.87492,-73.91164,Private room,44,5,18,0.69,1,349
8622,Brooklyn,40.707840000000004,-73.94698000000001,Private room,90,2,15,0.41,1,188
35052,Manhattan,40.798320000000004,-73.94214000000001,Shared room,49,2,35,3.23,9,9
14461,Manhattan,40.791909999999994,-73.94613000000001,Private room,65,1,1,0.03,1,0
38570,Brooklyn,40.678779999999996,-73.94094,Entire home/apt,225,2,4,0.62,1,0
17704,Brooklyn,40.65214,-73.93126,Entire home/apt,62,2,85,2.36,1,33
4162,Manhattan,40.84203,-73.93985,Private room,85,2,24,0.63,1,318
29326,Manhattan,40.76014,-73.96098,Entire home/apt,140,1,25,1.67,11,330
22098,Brooklyn,40.70276,-73.9271,Private room,70,1,59,2.11,3,362
33914,Queens,40.755959999999995,-73.92144,Private room,60,15,3,0.29,1,148
41994,Brooklyn,40.7146,-73.94167,Shared room,125,1,1,0.54,2,365
2992,Brooklyn,40.71973,-73.96070999999999,Private room,85,1,221,4.1,3,206
1468,Manhattan,40.7779,-73.95246,Private room,79,1,347,4.24,2,247
24797,Manhattan,40.77578,-73.98923,Entire home/apt,255,30,5,0.26,25,254
22523,Manhattan,40.71836,-73.99776999999999,Private room,90,1,106,4.29,2,9
18157,Queens,40.7708,-73.90035999999999,Private room,70,3,23,0.66,1,365
20037,Brooklyn,40.66209,-73.92913,Shared room,50,1,23,0.74,2,364
16941,Queens,40.70971,-73.89741,Entire home/apt,80,28,1,0.1,1,365
28611,Brooklyn,40.71591,-73.94693000000001,Entire home/apt,115,3,4,0.22,1,0
35958,Brooklyn,40.693259999999995,-73.90431,Private room,50,2,22,2.48,8,362
31131,Manhattan,40.75359,-73.97028,Entire home/apt,160,3,48,3.35,1,203
47534,Brooklyn,40.68019,-73.98408,Private room,160,1,1,1.0,8,364
40235,Brooklyn,40.70406,-73.92578,Private room,90,2,12,2.67,1,3
45055,Queens,40.76269,-73.91232,Private room,90,1,2,1.25,2,90
440,Manhattan,40.804970000000004,-73.95016,Entire home/apt,300,2,203,2.14,3,258
37823,Manhattan,40.81022,-73.94547,Entire home/apt,132,2,18,2.32,1,123
37012,Queens,40.73986,-73.91996,Entire home/apt,185,2,55,6.45,1,99
34494,Brooklyn,40.714490000000005,-73.94195,Entire home/apt,250,2,3,0.32,2,0
29915,Brooklyn,40.7117,-73.9624,Entire home/apt,200,3,40,2.3,2,279
24912,Manhattan,40.71624,-73.98935,Entire home/apt,50,1,6,0.28,1,0
7342,Brooklyn,40.6769,-73.96485,Private room,150,1,2,0.04,1,0
18241,Brooklyn,40.67324,-73.88292,Private room,60,2,38,1.07,2,357
40106,Manhattan,40.76416,-73.98685,Private room,100,1,1,0.22,1,0
43257,Manhattan,40.782340000000005,-73.9476,Entire home/apt,219,2,20,6.52,1,133
37387,Brooklyn,40.71217,-73.95888000000001,Private room,68,5,1,0.12,1,0
9246,Manhattan,40.73055,-74.00435,Entire home/apt,275,3,58,1.2,1,59
31356,Manhattan,40.87001,-73.92418,Entire home/apt,120,30,3,0.22,2,27
1192,Manhattan,40.72756,-73.97939000000001,Entire home/apt,150,7,19,0.32,1,24
19699,Manhattan,40.83837,-73.94224,Private room,75,1,2,0.06,1,0
31015,Brooklyn,40.68967,-73.9366,Entire home/apt,175,2,20,1.67,2,357
43718,Queens,40.70657,-73.82903,Private room,60,2,7,2.63,5,305
4797,Brooklyn,40.67132,-73.9325,Private room,78,21,60,0.99,1,0
15795,Queens,40.74657,-73.94555,Entire home/apt,120,5,1,0.03,1,0
31450,Brooklyn,40.66623,-73.99266999999999,Private room,60,2,49,3.3,3,74
12905,Brooklyn,40.68786,-73.95019,Private room,65,5,10,0.49,1,3
28703,Brooklyn,40.67539,-73.90207,Entire home/apt,120,2,55,2.89,1,86
18637,Brooklyn,40.68179,-73.95251999999999,Private room,48,3,67,1.95,1,70
34868,Manhattan,40.82424,-73.9554,Private room,70,7,49,4.55,6,22
2264,Queens,40.75959,-73.90835,Private room,70,1,136,1.81,2,359
14312,Brooklyn,40.67989,-73.91838,Entire home/apt,96,2,64,1.58,1,256
5110,Brooklyn,40.69839,-73.97666,Entire home/apt,125,14,15,0.41,1,32
10188,Manhattan,40.76294,-73.99248,Private room,92,2,1,0.02,1,0
33911,Queens,40.74521,-73.91353000000001,Private room,80,1,4,1.74,1,330
21503,Manhattan,40.72334,-73.9839,Entire home/apt,110,2,29,1.53,1,15
31306,Manhattan,40.74491,-74.0042,Entire home/apt,150,3,49,3.53,2,64
10190,Manhattan,40.781009999999995,-73.98533,Private room,70,3,4,0.11,1,0
39794,Brooklyn,40.68873,-73.96133,Private room,100,5,1,0.15,2,6
47109,Brooklyn,40.70823,-73.95702,Entire home/apt,168,2,4,4.0,1,154
39608,Manhattan,40.743120000000005,-73.98447,Private room,89,3,1,0.16,2,26
20156,Queens,40.74535,-73.91985,Private room,135,7,1,0.03,1,0
831,Brooklyn,40.73806,-73.95461999999999,Entire home/apt,199,3,73,0.84,28,56
15425,Brooklyn,40.67708,-73.89236,Private room,60,3,2,0.05,1,0
39346,Manhattan,40.7751,-73.95294,Private room,125,3,2,0.32,1,23
26793,Manhattan,40.80604,-73.94971,Entire home/apt,83,30,6,0.46,4,86
13611,Brooklyn,40.67875,-73.99599,Entire home/apt,115,3,9,0.21,1,0
41124,Brooklyn,40.71275,-73.96049000000001,Private room,50,2,5,1.06,1,0
11029,Manhattan,40.74026,-74.00091,Entire home/apt,300,1,2,0.04,1,0
1260,Manhattan,40.82445,-73.95243,Entire home/apt,185,1,102,1.19,2,91
17322,Queens,40.76985,-73.92481,Entire home/apt,205,3,50,1.41,1,324
44065,Manhattan,40.74073,-73.99884,Entire home/apt,180,5,1,0.42,1,83
24056,Brooklyn,40.70642,-73.92739,Entire home/apt,95,8,6,0.25,1,0
24249,Manhattan,40.76959,-73.95338000000001,Private room,75,3,17,0.74,1,0
17162,Brooklyn,40.717,-73.96183,Entire home/apt,145,1,61,1.74,1,11
34624,Manhattan,40.71709,-73.99746,Entire home/apt,180,2,19,2.0,1,179
30791,Brooklyn,40.665009999999995,-73.98992,Private room,49,6,48,3.13,2,5
30110,Brooklyn,40.72742,-73.95066,Entire home/apt,190,2,5,0.32,2,5
22842,Brooklyn,40.67855,-73.97583,Entire home/apt,190,4,60,2.29,1,155
44471,Manhattan,40.803779999999996,-73.96619,Private room,50,14,1,0.42,1,15
44789,Queens,40.66899,-73.76163000000001,Private room,70,4,3,1.76,1,69
37015,Manhattan,40.80903,-73.94306999999999,Private room,97,1,47,5.71,3,75
28124,Queens,40.77118,-73.92548000000001,Entire home/apt,125,3,10,0.54,1,64
27559,Brooklyn,40.68542,-73.91741,Entire home/apt,175,7,1,0.05,1,0
8066,Manhattan,40.80301,-73.96644,Private room,70,4,2,0.04,1,0
11085,Manhattan,40.72249,-73.98042,Private room,105,5,74,1.61,2,0
43018,Brooklyn,40.70426,-73.94542,Private room,70,1,13,5.13,2,76
41485,Manhattan,40.7062,-74.01092,Entire home/apt,229,2,11,2.37,327,329
18973,Queens,40.76145,-73.92273,Private room,90,3,6,0.18,2,10
574,Manhattan,40.798159999999996,-73.9619,Entire home/apt,300,2,45,0.47,3,31
40135,Bronx,40.813309999999994,-73.92765,Private room,60,1,30,6.38,2,333
18475,Brooklyn,40.71937,-73.95331999999999,Private room,99,3,3,0.13,1,0
11675,Queens,40.76352,-73.91353000000001,Private room,50,2,1,0.02,1,0
743,Brooklyn,40.66431,-73.93216,Private room,50,3,26,0.33,1,158
34974,Manhattan,40.85711,-73.93004,Private room,75,2,4,1.67,2,58
4243,Manhattan,40.73571,-74.00375,Entire home/apt,120,1,58,0.91,1,99
45791,Manhattan,40.7584,-73.97075,Entire home/apt,245,2,7,4.57,1,257
21352,Brooklyn,40.68482,-73.98302,Entire home/apt,150,3,19,0.65,1,7
2688,Brooklyn,40.68238,-73.93795,Entire home/apt,99,3,208,2.89,1,206
2925,Manhattan,40.8174,-73.94629,Entire home/apt,110,30,128,1.82,2,314
37708,Brooklyn,40.68336,-73.92144,Entire home/apt,250,2,6,0.85,1,179
39797,Manhattan,40.76358,-73.94761,Private room,150,2,14,2.25,1,7
12117,Brooklyn,40.71133,-73.96924,Entire home/apt,308,2,22,0.55,1,109
34107,Manhattan,40.72674,-73.99673,Entire home/apt,200,3,6,0.55,3,21
36338,Brooklyn,40.675,-73.9422,Entire home/apt,65,3,7,0.77,1,0
70,Manhattan,40.80164,-73.93921999999999,Entire home/apt,225,4,190,1.64,1,215
28717,Brooklyn,40.71881,-73.96396999999999,Private room,100,5,3,0.16,1,0
23381,Manhattan,40.77895,-73.94974,Entire home/apt,200,31,3,0.19,33,281
39625,Brooklyn,40.7077,-73.93855,Private room,85,5,2,0.32,1,25
25299,Brooklyn,40.65593,-73.91798,Private room,80,7,5,0.26,9,206
43824,Manhattan,40.773179999999996,-73.98836,Entire home/apt,300,3,2,1.33,1,13
13050,Brooklyn,40.720490000000005,-73.95894,Private room,90,6,2,0.16,1,331
10673,Manhattan,40.72504,-73.97905,Entire home/apt,180,1,146,3.14,1,270
7367,Brooklyn,40.67734,-73.96433,Private room,75,1,1,0.02,2,188
41313,Brooklyn,40.694340000000004,-73.97099,Entire home/apt,167,2,20,4.96,2,284
839,Brooklyn,40.71685,-73.96573000000001,Entire home/apt,85,1,73,0.89,1,0
40144,Brooklyn,40.6518,-73.97575,Entire home/apt,52,30,1,0.3,1,0
24747,Queens,40.73076,-73.85033,Private room,45,1,43,1.85,2,0
35578,Brooklyn,40.7159,-73.94397,Private room,90,5,1,0.42,2,73
16402,Manhattan,40.74244,-73.98316,Private room,99,1,180,4.86,2,2
47338,Brooklyn,40.69429,-73.91385,Private room,70,2,2,2.0,2,331
18700,Manhattan,40.78608,-73.94305,Private room,50,3,14,0.41,4,0
7674,Manhattan,40.77107,-73.95517,Entire home/apt,100,30,71,1.42,3,248
43650,Queens,40.766490000000005,-73.92356,Entire home/apt,225,2,3,1.23,1,23
33730,Brooklyn,40.670770000000005,-73.98969,Private room,52,2,53,5.26,2,13
22960,Brooklyn,40.68455,-74.00188,Entire home/apt,150,4,13,0.56,1,6
33,Manhattan,40.8213,-73.95318,Private room,50,3,273,2.37,3,359
12883,Manhattan,40.76385,-73.98669,Entire home/apt,199,2,137,3.14,1,317
34361,Manhattan,40.72401,-73.98154,Private room,50,30,3,0.3,2,34
42221,Manhattan,40.72412,-73.98283,Entire home/apt,158,1,16,5.05,1,70
24621,Bronx,40.87896,-73.90674,Private room,75,2,40,1.74,1,246
14958,Brooklyn,40.66952,-73.94287,Entire home/apt,168,2,63,1.66,2,344
30252,Manhattan,40.7975,-73.93556,Private room,60,1,61,3.67,1,45
45296,Queens,40.7125,-73.87703,Entire home/apt,169,2,4,2.79,2,155
41984,Manhattan,40.70598,-74.01193,Entire home/apt,211,2,15,4.21,327,325
4782,Brooklyn,40.691,-73.99467,Entire home/apt,220,5,3,0.13,1,186
17807,Bronx,40.86853,-73.88301,Entire home/apt,120,10,7,0.2,1,327
9258,Brooklyn,40.72074,-73.94740999999999,Entire home/apt,272,3,3,0.06,1,0
21294,Brooklyn,40.69735,-73.9327,Entire home/apt,240,3,84,2.95,1,237
35490,Brooklyn,40.71884,-73.95825,Private room,76,1,46,5.04,2,52
13453,Queens,40.6896,-73.80445999999999,Entire home/apt,179,1,103,2.67,2,324
42579,Manhattan,40.824,-73.95229,Private room,50,4,15,4.55,1,4
35761,Bronx,40.85536,-73.90241999999999,Shared room,55,1,3,0.31,1,83
5744,Brooklyn,40.684540000000005,-73.93178,Entire home/apt,120,30,131,2.29,1,336
33708,Brooklyn,40.682190000000006,-73.97259,Entire home/apt,220,3,6,0.52,1,0
38375,Queens,40.734770000000005,-73.87858,Private room,41,30,2,0.76,103,268
16280,Brooklyn,40.63885,-74.01959000000001,Entire home/apt,225,2,130,3.48,2,306
45155,Manhattan,40.80032,-73.95998,Entire home/apt,285,1,9,5.09,1,229
4366,Queens,40.6955,-73.86281,Private room,53,3,89,1.44,2,189
14923,Brooklyn,40.70807,-73.94006999999999,Entire home/apt,175,4,6,0.16,1,157
582,Manhattan,40.82748,-73.95153,Private room,55,4,99,1.04,1,260
39331,Manhattan,40.77778,-73.94893,Entire home/apt,120,5,1,0.22,1,0
10706,Manhattan,40.72765,-73.98634,Entire home/apt,215,3,72,1.56,1,0
17799,Manhattan,40.81557,-73.95295,Private room,88,1,147,4.24,2,165
765,Brooklyn,40.70642,-73.91665,Entire home/apt,110,3,115,1.75,2,28
47392,Manhattan,40.72198,-73.97678,Private room,97,1,1,1.0,1,1
22970,Manhattan,40.80298,-73.94333,Private room,60,5,28,1.07,5,267
33232,Manhattan,40.70722,-74.00873,Entire home/apt,219,1,36,2.83,8,321
28230,Manhattan,40.723890000000004,-73.9954,Entire home/apt,275,2,1,0.05,3,0
5939,Manhattan,40.80733,-73.95642,Private room,57,7,3,0.22,2,222
17577,Queens,40.77407,-73.90037,Entire home/apt,200,2,11,0.52,1,363
892,Manhattan,40.73887,-74.00341999999999,Private room,120,2,78,1.22,1,0
33477,Manhattan,40.76117,-73.99169,Private room,80,22,1,0.09,1,187
7605,Manhattan,40.79589,-73.96186999999999,Entire home/apt,225,3,13,0.25,1,0
6054,Manhattan,40.72847,-73.98682,Entire home/apt,195,5,3,0.05,1,0
24082,Manhattan,40.74843,-73.97715,Entire home/apt,175,30,1,0.06,50,365
26569,Manhattan,40.77576,-73.98883000000001,Entire home/apt,290,30,4,0.22,25,281
3711,Brooklyn,40.70422,-73.91405,Entire home/apt,95,5,1,0.05,1,0
4855,Manhattan,40.734759999999994,-74.001,Entire home/apt,289,1,7,0.12,1,0
27254,Queens,40.75331,-73.93907,Entire home/apt,300,4,65,3.27,2,221
41824,Manhattan,40.7548,-73.99818,Private room,90,2,10,2.34,1,14
20015,Brooklyn,40.72413,-73.9509,Entire home/apt,75,2,14,0.7,1,93
2365,Manhattan,40.80815,-73.96779000000001,Entire home/apt,170,30,4,0.07,1,1
13963,Brooklyn,40.60951,-73.97641999999999,Shared room,79,1,15,0.43,6,180
18688,Queens,40.78031,-73.91003,Entire home/apt,95,3,89,2.6,1,259
18555,Manhattan,40.73455,-74.006,Entire home/apt,180,2,100,2.9,2,344
43157,Manhattan,40.727129999999995,-73.98402,Private room,80,1,4,1.26,5,318
10375,Manhattan,40.79025,-73.9482,Private room,75,1,5,0.11,1,0
36203,Queens,40.75703,-73.85826999999999,Entire home/apt,72,1,70,7.42,3,98
37363,Brooklyn,40.71435,-73.96292,Private room,102,1,56,6.8,2,14
22918,Manhattan,40.76059,-73.98865,Shared room,105,1,1,0.04,1,0
22080,Manhattan,40.76722,-73.98568,Entire home/apt,227,5,6,0.95,1,0
9180,Brooklyn,40.68524,-73.9607,Entire home/apt,150,3,125,2.6,1,271
32865,Manhattan,40.75574,-73.99723,Private room,134,2,16,1.26,1,12
46250,Bronx,40.82888,-73.9045,Private room,70,2,1,1.0,1,90
27484,Manhattan,40.78217,-73.94844,Entire home/apt,150,6,17,1.13,1,0
44884,Manhattan,40.78958,-73.9794,Entire home/apt,165,1,2,1.33,1,346
13654,Brooklyn,40.717420000000004,-73.95846999999999,Entire home/apt,165,1,58,1.36,2,287
347,Brooklyn,40.68314,-73.93963000000001,Entire home/apt,120,2,75,0.76,2,237
35468,Manhattan,40.75819,-73.99347,Entire home/apt,150,29,3,0.37,1,287
5619,Brooklyn,40.6921,-73.96797,Entire home/apt,145,3,16,0.31,1,96
4500,Brooklyn,40.72126,-73.93961,Private room,126,2,15,0.8,2,105
