,Bronx,latitude,longitude,room_type,price,minimum_nights,reviews_per_month,availability_365
13153,Manhattan,40.71332,-74.00643,Entire home/apt,300,2,0,89
13162,Manhattan,40.76551,-73.9873,Entire home/apt,300,1,5.95,265
13248,Manhattan,40.776,-73.98815,Entire home/apt,300,30,0.85,312
13251,Manhattan,40.71041,-73.9663,Entire home/apt,300,2,1.55,239
13322,Manhattan,40.66114,-73.91258,Entire home/apt,300,2,0.57,51
13348,Manhattan,40.71902,-73.99027,Entire home/apt,300,3,1.44,58
13574,Manhattan,40.79398,-73.94159,Entire home/apt,300,2,0.91,179
13620,Manhattan,40.76671,-73.98849,Entire home/apt,300,15,0.37,30
13718,Manhattan,40.67858,-73.9812,Entire home/apt,300,30,2.33,75
13747,Manhattan,40.65894,-73.8921,Entire home/apt,300,2,3.29,294
13840,Manhattan,40.77538,-73.98814,Entire home/apt,300,30,0.38,313
14020,Manhattan,40.70529,-73.9331,Entire home/apt,300,1,0.26,347
14035,Manhattan,40.77869,-73.97658,Entire home/apt,300,2,1.57,99
14113,Manhattan,40.7487,-73.97862,Entire home/apt,300,3,0,294
14243,Manhattan,40.75331,-73.93907,Entire home/apt,300,4,3.27,221
14527,Manhattan,40.73449,-73.99299,Entire home/apt,300,1,1.46,39
14590,Manhattan,40.71769,-73.96339,Entire home/apt,300,3,1.04,318
14700,Manhattan,40.74381,-73.97944,Entire home/apt,300,3,0,180
14718,Manhattan,40.80255,-73.94349,Entire home/apt,300,3,2.42,272
14745,Manhattan,40.75289,-73.99403,Private room,300,1,5.59,19
14765,Manhattan,40.69222,-73.97157,Entire home/apt,300,3,0.7,82
14779,Manhattan,40.67149,-73.97957,Entire home/apt,300,4,0.47,350
14823,Manhattan,40.7043,-74.00923,Entire home/apt,300,30,0,346
14972,Manhattan,40.71053,-73.96261,Entire home/apt,300,2,2.27,279
15120,Manhattan,40.66602,-73.94612,Entire home/apt,300,4,1.52,179
15250,Manhattan,40.69379,-73.99753,Entire home/apt,300,3,0.62,22
15282,Manhattan,40.72195,-73.86112,Entire home/apt,300,3,0,5
15373,Manhattan,40.75763,-73.99221,Private room,300,1,3.59,332
15699,Manhattan,40.7196,-73.98133,Entire home/apt,300,3,1.77,182
15900,Manhattan,40.7115,-73.9952,Entire home/apt,300,3,1.76,32
16017,Manhattan,40.71603,-73.95432,Entire home/apt,300,1,4.63,1
16053,Manhattan,40.85395,-73.93335,Entire home/apt,300,4,2.16,286
16141,Manhattan,40.7612,-73.98886,Entire home/apt,300,1,7.5,28
16144,Manhattan,40.68782,-73.99111,Entire home/apt,300,7,0.16,224
16309,Manhattan,40.7147,-73.99868,Entire home/apt,300,7,0.2,178
16326,Manhattan,40.77024,-73.99266,Entire home/apt,300,2,0.95,87
16337,Manhattan,40.67999,-73.96462,Entire home/apt,300,7,1.22,129
16341,Manhattan,40.72552,-73.95647,Private room,300,1,0.53,14
16357,Manhattan,40.73333,-74.0052,Entire home/apt,300,2,0.81,199
16399,Manhattan,40.75974,-73.98924,Entire home/apt,300,4,0.14,5
16409,Manhattan,40.71426,-73.99175,Entire home/apt,300,7,0.44,19
16412,Manhattan,40.69792,-73.84081,Entire home/apt,300,1,3.29,162
16511,Manhattan,40.75775,-73.97956,Entire home/apt,300,7,0.98,85
16852,Manhattan,40.72888,-73.99019,Entire home/apt,300,1,0.58,16
16913,Manhattan,40.80083,-73.93778,Entire home/apt,300,1,0.57,352
17021,Manhattan,40.70376,-73.93519,Entire home/apt,300,2,1.01,365
17074,Manhattan,40.73507,-73.95229,Entire home/apt,300,7,0,31
17220,Manhattan,40.69248,-73.9958,Entire home/apt,300,4,0.33,185
17233,Manhattan,40.71725,-74.00524,Entire home/apt,300,3,0.17,108
17235,Manhattan,40.75115,-73.98607,Private room,300,30,0,81
17527,Manhattan,40.67367,-73.9223,Entire home/apt,300,3,2.56,292
17728,Manhattan,40.66741,-73.92974,Entire home/apt,300,2,2.13,347
17740,Manhattan,40.69222,-73.93171,Entire home/apt,300,5,0.39,280
17889,Manhattan,40.63863,-73.93826,Entire home/apt,300,5,0.81,174
17984,Manhattan,40.76213,-73.99938,Entire home/apt,300,5,0.1,11
18028,Manhattan,40.80269,-73.94687,Entire home/apt,300,2,0,353
18241,Manhattan,40.68542,-73.99673,Entire home/apt,300,2,1.56,61
18260,Manhattan,40.74443,-74.0029,Entire home/apt,300,5,0.87,4
18281,Manhattan,40.73162,-74.00228,Entire home/apt,300,2,3.11,168
18514,Manhattan,40.67851,-73.93071,Entire home/apt,300,1,0.12,53
18670,Manhattan,40.72191,-73.99592,Entire home/apt,300,3,5.2,119
18680,Manhattan,40.72862,-74.00054,Entire home/apt,300,4,0,188
18712,Manhattan,40.76029,-73.99811,Entire home/apt,300,30,0,365
18967,Manhattan,40.63368,-74.01956,Entire home/apt,300,3,0.83,125
19033,Manhattan,40.76209,-73.99875,Entire home/apt,300,2,1.14,2
19041,Manhattan,40.76938,-73.95212,Entire home/apt,300,2,1.06,62
19092,Manhattan,40.76537,-73.9638,Entire home/apt,300,3,0.21,343
19192,Manhattan,40.77041,-73.96109,Entire home/apt,300,2,1.07,8
19220,Manhattan,40.76261,-73.99143,Entire home/apt,300,3,1,90
19301,Manhattan,40.77727,-73.9795,Entire home/apt,300,1,8.29,239
19475,Manhattan,40.72177,-73.98898,Entire home/apt,300,3,0.71,12
19510,Manhattan,40.79824,-73.94014,Entire home/apt,300,2,5.96,14
19547,Manhattan,40.73142,-74.00275,Entire home/apt,300,2,0.31,14
19583,Manhattan,40.76615,-73.95662,Entire home/apt,300,5,0.94,82
19645,Manhattan,40.73655,-73.87892,Entire home/apt,300,2,3.83,298
19728,Manhattan,40.76542,-73.98754,Entire home/apt,300,1,6.31,154
19729,Manhattan,40.83988,-73.86978,Entire home/apt,300,1,0,365
19791,Manhattan,40.73245,-73.98535,Entire home/apt,300,30,0,180
19848,Manhattan,40.79517,-73.97392,Entire home/apt,300,1,0,358
19931,Manhattan,40.76591,-73.99493,Entire home/apt,300,4,0.44,5
20016,Manhattan,40.70734,-74.00837,Entire home/apt,300,30,0,310
20133,Manhattan,40.72071,-73.98764,Entire home/apt,300,1,5.87,48
20523,Manhattan,40.66957,-73.86585,Entire home/apt,300,1,1.49,175
20525,Manhattan,40.80504,-73.85327,Private room,300,1,0.11,364
20530,Manhattan,40.72836,-73.99925,Entire home/apt,300,7,0,80
20637,Manhattan,40.72908,-73.98912,Entire home/apt,300,6,0.16,25
20718,Manhattan,40.67662,-73.98642,Entire home/apt,300,2,0.8,3
20918,Manhattan,40.73492,-73.99604,Entire home/apt,300,2,0.26,11
21000,Manhattan,40.71818,-73.95945,Entire home/apt,300,2,2.06,273
21121,Manhattan,40.72841,-74.00045,Entire home/apt,300,4,3.82,217
21163,Manhattan,40.71518,-73.95777,Entire home/apt,300,3,0.85,128
21194,Manhattan,40.71545,-73.96344,Entire home/apt,300,4,0.32,28
21218,Manhattan,40.74563,-73.98342,Entire home/apt,300,1,1.92,5
21309,Manhattan,40.82358,-73.95178,Entire home/apt,300,2,0,32
21349,Manhattan,40.75551,-73.99236,Entire home/apt,300,4,1.06,7
21387,Manhattan,40.70901,-73.9676,Entire home/apt,300,4,0.32,161
21407,Manhattan,40.66635,-73.76622,Entire home/apt,300,1,0.66,154
21468,Manhattan,40.72154,-73.99727,Entire home/apt,300,4,0.48,97
21519,Manhattan,40.73181,-74.00606,Entire home/apt,300,3,5.25,308
21531,Manhattan,40.76171,-73.91725,Private room,300,3,0.32,54
21708,Manhattan,40.7198,-73.95813,Entire home/apt,300,3,1.11,168
21775,Manhattan,40.6716,-73.95847,Entire home/apt,300,2,0.16,364
21955,Manhattan,40.73785,-73.99736,Entire home/apt,300,30,0,356
22026,Manhattan,40.76552,-73.98498,Entire home/apt,300,6,1.33,270
22033,Manhattan,40.67559,-73.97633,Entire home/apt,300,3,2.22,311
22308,Manhattan,40.7416,-73.99782,Entire home/apt,300,4,0.3,17
22474,Manhattan,40.62941,-73.9425,Entire home/apt,300,1,1.44,7
22550,Manhattan,40.74175,-73.98135,Entire home/apt,300,2,0.78,193
22629,Manhattan,40.58847,-73.79102,Private room,300,2,0.47,133
22639,Manhattan,40.65463,-73.97536,Entire home/apt,300,2,0,35
22640,Manhattan,40.73693,-74.0023,Entire home/apt,300,4,1.28,21
22738,Manhattan,40.69209,-73.95868,Entire home/apt,300,3,0,364
22823,Manhattan,40.74244,-74.00274,Entire home/apt,300,2,2.57,16
22829,Manhattan,40.86856,-73.92623,Entire home/apt,300,1,2.98,357
22837,Manhattan,40.76186,-73.99608,Entire home/apt,300,2,1.06,173
22905,Manhattan,40.65546,-73.92031,Entire home/apt,300,2,1.95,352
22908,Manhattan,40.7077,-74.01555,Entire home/apt,300,1,0.76,363
23052,Manhattan,40.78331,-73.97687,Entire home/apt,300,2,0.22,188
23095,Manhattan,40.75494,-73.96437,Private room,300,3,0.33,365
23141,Manhattan,40.66743,-73.98963,Entire home/apt,300,2,3.75,92
23178,Manhattan,40.75225,-73.97132,Private room,300,3,0,338
23333,Manhattan,40.7859,-73.9723,Entire home/apt,300,3,0.45,40
23598,Manhattan,40.77537,-73.98938,Entire home/apt,300,30,0,288
23599,Manhattan,40.77438,-73.98717,Entire home/apt,300,30,0,341
23703,Manhattan,40.8167,-73.94421,Private room,300,2,0.7,76
23736,Manhattan,40.71247,-73.99619,Private room,300,1,3.93,166
23765,Manhattan,40.73102,-73.87383,Entire home/apt,300,2,6.32,298
23911,Manhattan,40.60525,-74.06745,Entire home/apt,300,1,0,87
23965,Manhattan,40.74311,-73.88098,Private room,300,1,0.21,89
24080,Manhattan,40.80511,-73.95824,Private room,300,3,0,364
24261,Manhattan,40.76226,-73.95808,Entire home/apt,300,1,1.88,168
24307,Manhattan,40.66294,-73.73292,Entire home/apt,300,2,0.97,364
24315,Manhattan,40.74892,-73.97571,Entire home/apt,300,2,1.17,58
24474,Manhattan,40.68638,-73.90863,Entire home/apt,300,2,2.83,112
24477,Manhattan,40.74547,-73.95198,Entire home/apt,300,2,2.26,40
24563,Manhattan,40.74929,-73.9779,Entire home/apt,300,1,7.13,247
24597,Manhattan,40.73283,-74.00734,Entire home/apt,300,2,2.44,104
24600,Manhattan,40.59384,-73.79392,Entire home/apt,300,2,1,2
24621,Manhattan,40.72848,-74.00269,Entire home/apt,300,1,2.96,192
24667,Manhattan,40.69148,-73.94994,Entire home/apt,300,5,0.42,4
24704,Manhattan,40.72055,-73.95825,Entire home/apt,300,2,0,95
24705,Manhattan,40.70937,-74.00531,Private room,300,3,0,365
24895,Manhattan,40.71719,-73.94795,Entire home/apt,300,3,0.98,59
24921,Manhattan,40.61572,-74.08901,Entire home/apt,300,5,0.58,174
25053,Manhattan,40.66971,-73.78583,Entire home/apt,300,1,3.27,319
25068,Manhattan,40.73644,-73.95425,Entire home/apt,300,2,6.23,341
25102,Manhattan,40.7071,-74.01556,Entire home/apt,300,2,0,365
25141,Manhattan,40.743,-74.00136,Entire home/apt,300,2,1.22,363
25222,Manhattan,40.80273,-73.96386,Entire home/apt,300,1,1.4,4
25237,Manhattan,40.72882,-74.00089,Entire home/apt,300,2,3.16,16
25301,Manhattan,40.72656,-73.98758,Entire home/apt,300,2,5.78,52
25353,Manhattan,40.72078,-74.00726,Entire home/apt,300,4,2.88,20
25445,Manhattan,40.76273,-73.99061,Entire home/apt,300,1,4.52,306
25459,Manhattan,40.85129,-73.92954,Entire home/apt,300,3,3.91,313
25722,Manhattan,40.75823,-73.99066,Entire home/apt,300,3,3.33,54
25769,Manhattan,40.76494,-73.97822,Private room,300,1,0.35,364
25770,Manhattan,40.79834,-73.94337,Entire home/apt,300,2,0.55,180
25892,Manhattan,40.71664,-73.94534,Entire home/apt,300,15,0,35
25932,Manhattan,40.77318,-73.98836,Entire home/apt,300,3,1.33,13
26341,Queens,40.84237,-73.93914,Entire home/apt,300,5,2.5,252
26491,Queens,40.74673,-73.98191,Entire home/apt,300,1,1.85,235
26494,Queens,40.71333,-73.99419,Entire home/apt,300,2,2.42,231
26515,Queens,40.71289,-73.96603,Entire home/apt,300,2,1.84,25
26581,Queens,40.70441,-74.00637,Entire home/apt,300,3,3.89,231
26784,Queens,40.74566,-73.99579,Entire home/apt,300,3,3.4,180
26792,Queens,40.7561,-73.99097,Entire home/apt,300,3,6.92,61
26967,Queens,40.76251,-73.98455,Private room,300,1,5,304
26989,Queens,40.76175,-73.9857,Private room,300,1,0,359
27056,Queens,40.74478,-73.98618,Private room,300,1,0,360
27061,Queens,40.74311,-73.98675,Private room,300,1,0,362
27219,Queens,40.7007,-73.92491,Entire home/apt,300,3,1.88,355
27220,Queens,40.749,-73.99579,Entire home/apt,300,5,3.33,59
27223,Queens,40.6999,-73.92441,Entire home/apt,300,4,1.4,355
27281,Queens,40.762,-73.9634,Entire home/apt,300,3,2.61,258
27314,Queens,40.71125,-73.96116,Entire home/apt,300,2,2.94,57
27408,Queens,40.7927,-73.94033,Entire home/apt,300,3,0,17
27473,Queens,40.83468,-73.93714,Entire home/apt,300,3,0,88
27475,Queens,40.75316,-73.97099,Entire home/apt,300,3,8.82,357
27495,Queens,40.75523,-73.96342,Entire home/apt,300,30,0,339
27497,Queens,40.75568,-73.96474,Entire home/apt,300,30,0,333
27499,Queens,40.75669,-73.96199,Entire home/apt,300,30,0,329
27500,Queens,40.75643,-73.96375,Entire home/apt,300,30,1,333
27567,Queens,40.77374,-73.95153,Entire home/apt,300,30,0,348
27570,Queens,40.7585,-73.98221,Private room,300,1,7.83,50
27690,Queens,40.70939,-73.94055,Entire home/apt,300,3,1,113
27716,Queens,40.81872,-73.94363,Entire home/apt,300,7,0.65,150
27718,Queens,40.72564,-73.9803,Entire home/apt,300,4,0,297
27725,Queens,40.74751,-73.98051,Entire home/apt,300,30,0,355
27729,Queens,40.74876,-73.98143,Entire home/apt,300,30,0,347
27736,Queens,40.74812,-73.98046,Entire home/apt,300,30,0,342
27782,Queens,40.74334,-73.97213,Entire home/apt,300,30,0,249
27787,Queens,40.7444,-73.97297,Entire home/apt,300,30,0,319
27789,Queens,40.744,-73.97359,Entire home/apt,300,30,0,327
27792,Queens,40.7443,-73.97277,Entire home/apt,300,30,0,358
27805,Queens,40.80529,-73.94718,Entire home/apt,300,2,1,179
27833,Queens,40.65863,-73.98495,Entire home/apt,300,3,0,335
27969,Queens,40.68406,-73.93967,Entire home/apt,300,2,0,87
28025,Queens,40.71516,-73.94754,Entire home/apt,300,2,2,77
28031,Queens,40.76277,-73.99594,Entire home/apt,300,3,3,325
28046,Queens,40.7534,-73.97283,Private room,300,5,0,6
28171,Queens,40.749,-74.00244,Entire home/apt,300,2,3,365
28197,Queens,40.68882,-73.94784,Entire home/apt,300,3,1,282
28220,Queens,40.74117,-73.99951,Entire home/apt,300,4,0,16
28372,Queens,40.76457,-73.98796,Entire home/apt,300,1,7,346
28378,Queens,40.7592,-73.92155,Entire home/apt,300,3,3,320
28433,Queens,40.74488,-73.98245,Entire home/apt,300,30,4.55,90
28458,Queens,40.73125,-73.99933,Entire home/apt,300,5,0,9
28564,Queens,40.71518,-73.94146,Entire home/apt,300,3,0,359
28602,Queens,40.79136,-73.93979,Entire home/apt,300,2,1,365
28612,Queens,40.71871,-73.99058,Entire home/apt,300,2,1,284
28638,Queens,40.68875,-73.96725,Entire home/apt,300,5,0,209
28667,Queens,40.75332,-73.99539,Entire home/apt,300,3,1,53
28684,Queens,40.74032,-73.98801,Entire home/apt,300,3,4,161
28759,Queens,40.80069,-73.96431,Shared room,300,7,0,39
28832,Queens,40.80391,-73.9361,Entire home/apt,300,3,1,302
28927,Queens,40.75424,-73.96416,Entire home/apt,300,30,0,338
28952,Queens,40.76151,-73.90964,Entire home/apt,300,4,0,26
28973,Queens,40.71261,-73.98857,Entire home/apt,300,1,8,213
29016,Queens,40.74509,-73.97894,Entire home/apt,300,4,0,77
29081,Queens,40.75855,-73.96661,Entire home/apt,300,30,0,155
29107,Queens,40.71288,-73.81368,Entire home/apt,300,2,0,12
29154,Queens,40.765,-73.98737,Entire home/apt,300,1,0,334
29173,Queens,40.7655,-73.98871,Entire home/apt,300,1,0,350
29186,Queens,40.76433,-73.993,Entire home/apt,300,1,0,342
29197,Queens,40.7645,-73.99434,Entire home/apt,300,1,0,362
29201,Queens,40.76542,-73.98192,Private room,300,1,0,321
29203,Queens,40.76546,-73.9806,Private room,300,1,0,317
29304,Queens,40.68793,-73.95457,Entire home/apt,300,2,0,275
29360,Queens,40.76285,-73.98653,Entire home/apt,300,30,0,310
29361,Queens,40.76364,-73.98694,Entire home/apt,300,30,0,310
29405,Queens,40.74554,-73.97368,Entire home/apt,300,30,0,349
29470,Queens,40.67612,-73.93722,Entire home/apt,300,2,1,58
29503,Queens,40.72845,-73.95791,Entire home/apt,300,2,1,24
29510,Queens,40.62585,-73.9392,Entire home/apt,300,4,0,163
29639,Queens,40.79965,-73.95157,Entire home/apt,300,3,2,349
29724,Queens,40.72013,-73.96299,Entire home/apt,300,14,0,38
29738,Queens,40.58387,-73.93957,Entire home/apt,300,3,0,364
29848,Queens,40.73669,-74.001,Entire home/apt,300,2,1,28
29924,Queens,40.72785,-74.00145,Entire home/apt,300,4,0,336
29938,Queens,40.75073,-73.99549,Private room,300,1,0,365
29958,Queens,40.75223,-74.00816,Entire home/apt,300,2,0,168
29995,Queens,40.85453,-73.93562,Entire home/apt,300,4,0,319
30254,Queens,40.73258,-73.9819,Entire home/apt,300,10,0,33
30264,Queens,40.75906,-73.99049,Entire home/apt,300,5,0,83
8596,Brooklyn,40.76642,-73.97107,Private room,301,3,0,83
9778,Brooklyn,40.76093,-73.98327,Private room,302,3,0,179
21548,Manhattan,40.70637,-74.00645,Entire home/apt,302,29,0,309
21840,Manhattan,40.76258,-73.98768,Entire home/apt,302,30,0,330
21929,Manhattan,40.72256,-73.98544,Entire home/apt,302,30,0,265
24488,Manhattan,40.76077,-74.0002,Entire home/apt,302,30,0,364
27127,Queens,40.74871,-73.97413,Entire home/apt,302,29,0,325
27824,Queens,40.70575,-74.00621,Entire home/apt,302,29,0,190
2595,Brooklyn,40.7836,-73.95093,Entire home/apt,303,7,0.46,3
21594,Manhattan,40.71532,-74.00645,Entire home/apt,303,30,0.2,331
21793,Manhattan,40.73878,-73.99604,Entire home/apt,303,30,0,185
21848,Manhattan,40.73918,-73.99616,Entire home/apt,303,30,0.19,280
21900,Manhattan,40.74148,-73.99955,Entire home/apt,303,30,0,332
30335,Queens,40.76111,-73.98511,Entire home/apt,303,30,0,318
6488,Brooklyn,40.7602,-73.99868,Entire home/apt,304,30,0,176
24461,Manhattan,40.75987,-73.98758,Private room,304,1,2.54,351
26343,Queens,40.7443,-73.97519,Entire home/apt,304,1,4.66,127
194,Bronx,40.7403,-73.98498,Entire home/apt,305,2,1.09,201
2690,Brooklyn,40.67262,-73.97351,Entire home/apt,305,10,0.12,30
6400,Brooklyn,40.73744,-73.98413,Entire home/apt,305,3,3.89,132
7168,Brooklyn,40.78986,-73.96825,Entire home/apt,305,2,0.54,177
9807,Brooklyn,40.76382,-73.98007,Entire home/apt,305,4,0,124
12084,Brooklyn,40.72007,-73.98385,Entire home/apt,305,2,0.43,66
12809,Brooklyn,40.72838,-73.97943,Entire home/apt,305,2,1.29,58
15849,Manhattan,40.74891,-73.97887,Entire home/apt,305,30,0.17,326
16884,Manhattan,40.71686,-74.00484,Entire home/apt,305,30,0,6
17392,Manhattan,40.67796,-73.97616,Entire home/apt,305,2,5.19,101
18721,Manhattan,40.74632,-73.97307,Entire home/apt,305,30,0,364
20736,Manhattan,40.71507,-73.95462,Entire home/apt,305,1,1.89,43
21903,Manhattan,40.73021,-74.00379,Entire home/apt,305,30,0,1
21910,Manhattan,40.71607,-74.00564,Entire home/apt,305,30,0.26,274
24449,Manhattan,40.78133,-73.98132,Private room,305,1,0,271
26288,Queens,40.70992,-73.94969,Entire home/apt,305,2,6.46,296
26737,Queens,40.71634,-74.00694,Entire home/apt,305,30,0,309
27032,Queens,40.67958,-73.96227,Entire home/apt,305,2,1,179
28204,Queens,40.75917,-73.99785,Entire home/apt,305,2,4,44
28383,Queens,40.74625,-74,Entire home/apt,305,3,2,242
28634,Queens,40.76021,-73.99976,Entire home/apt,305,1,2,133
28917,Queens,40.80099,-73.96514,Entire home/apt,305,30,3,311
21460,Manhattan,40.73031,-73.95742,Entire home/apt,306,1,0,364
21870,Manhattan,40.77779,-73.98459,Entire home/apt,306,30,0,336
22737,Manhattan,40.74228,-73.99488,Entire home/apt,306,30,0,343
25640,Manhattan,40.74472,-73.98526,Entire home/apt,306,30,1.3,320
27154,Queens,40.72517,-73.99274,Entire home/apt,306,30,0,333
21425,Manhattan,40.72192,-73.99418,Private room,307,3,0.13,363
21886,Manhattan,40.74072,-73.97794,Entire home/apt,307,30,0,333
23197,Manhattan,40.77463,-73.94972,Entire home/apt,307,30,0,249
28226,Queens,40.74682,-73.97983,Entire home/apt,307,1,0,364
29585,Queens,40.78439,-73.97746,Entire home/apt,307,4,0,344
4503,Brooklyn,40.68383,-73.96319,Entire home/apt,308,2,2.01,294
6585,Brooklyn,40.71133,-73.96924,Entire home/apt,308,2,0.55,109
13594,Manhattan,40.7451,-73.97915,Entire home/apt,308,30,0,156
21976,Manhattan,40.72493,-73.99061,Entire home/apt,308,1,6.46,269
23002,Manhattan,40.75953,-73.99019,Private room,308,3,0,37
24302,Manhattan,40.74921,-73.97395,Entire home/apt,308,2,1.55,81
17782,Manhattan,40.70747,-74.00663,Entire home/apt,309,1,1.18,143
21859,Manhattan,40.71657,-74.00551,Entire home/apt,309,30,0,312
23652,Manhattan,40.7076,-74.0074,Entire home/apt,309,1,0.59,314
25601,Manhattan,40.75942,-73.98602,Entire home/apt,309,30,0,214
26850,Queens,40.89338,-73.84785,Entire home/apt,309,2,5.56,173
27091,Queens,40.70512,-74.00719,Entire home/apt,309,1,0,325
29463,Queens,40.89198,-73.84779,Entire home/apt,309,2,0,168
584,Bronx,40.72313,-73.99438,Entire home/apt,310,5,0.09,89
2175,Brooklyn,40.7854,-73.97368,Private room,310,4,0.18,358
3862,Brooklyn,40.83048,-73.9437,Entire home/apt,310,1,1.32,7
6613,Brooklyn,40.72419,-74.00451,Entire home/apt,310,3,2.88,57
9272,Brooklyn,40.794,-73.96734,Entire home/apt,310,30,0.04,294
13640,Manhattan,40.69064,-73.93559,Entire home/apt,310,1,3.51,347
16419,Manhattan,40.72626,-73.98784,Entire home/apt,310,2,5.49,169
18700,Manhattan,40.71448,-73.95198,Entire home/apt,310,4,0,87
20014,Manhattan,40.73161,-74.00172,Entire home/apt,310,2,0.48,8
24191,Manhattan,40.76193,-73.98573,Entire home/apt,310,30,0,338
27108,Queens,40.76761,-73.99208,Entire home/apt,310,2,3.13,101
27536,Queens,40.74473,-73.99213,Entire home/apt,310,7,0,81
27562,Queens,40.74409,-73.97605,Entire home/apt,310,30,0,214
27722,Queens,40.74577,-73.97587,Entire home/apt,310,30,0,311
29116,Queens,40.68884,-73.9733,Entire home/apt,310,3,1,5
845,Bronx,40.72106,-73.98384,Entire home/apt,311,3,0.41,28
26394,Queens,40.7436,-73.9768,Entire home/apt,311,1,6.21,220
1256,Brooklyn,40.7179,-73.96107,Entire home/apt,312,2,4.18,246
21832,Manhattan,40.76368,-73.95993,Entire home/apt,312,30,0,293
21855,Manhattan,40.75988,-73.98568,Entire home/apt,312,30,0,341
21856,Manhattan,40.723,-73.98415,Entire home/apt,312,30,0.23,359
21860,Manhattan,40.72232,-73.98543,Entire home/apt,312,30,0,219
21872,Manhattan,40.71519,-74.00654,Entire home/apt,312,30,0,38
21874,Manhattan,40.73929,-73.99777,Entire home/apt,312,30,0,157
21928,Manhattan,40.72277,-73.98419,Entire home/apt,312,30,0,358
22281,Manhattan,40.70372,-73.98545,Entire home/apt,312,30,0,349
21974,Manhattan,40.72235,-73.98911,Entire home/apt,313,1,4.52,28
20010,Manhattan,40.72272,-73.98379,Entire home/apt,314,30,0,330
21156,Manhattan,40.75284,-73.9717,Private room,314,2,0,266
21914,Manhattan,40.7387,-73.99699,Entire home/apt,314,30,0.19,345
21948,Manhattan,40.7392,-73.99578,Entire home/apt,314,30,0,359
26123,Queens,40.7385,-73.982,Entire home/apt,314,30,0,337
26124,Queens,40.73905,-73.98225,Entire home/apt,314,30,0,338
27149,Queens,40.72399,-73.99426,Entire home/apt,314,30,0,341
7043,Brooklyn,40.72697,-74.00098,Entire home/apt,315,2,1.31,177
8234,Brooklyn,40.73418,-73.99338,Entire home/apt,315,3,0.16,38
